Date	Open	High	Low	Close	Volume('000 shares)	Date
2021/08/04	28.35	28.65	27.3	27.4	29661	2021/8/4
2021/08/05	27.4	27.5	26.3	26.65	19060	2021/8/5
2021/08/06	26.65	27.6	26	26.95	16974	2021/8/6
2021/08/09	27.8	28.9	27.6	27.95	47907	2021/8/9
2021/08/10	28.45	28.5	27.1	27.3	22093	2021/8/10
2021/08/11	27.9	28.7	26.8	27.85	39772	2021/8/11
2021/08/12	28.5	29.75	27.9	29.75	64205	2021/8/12
2021/08/13	29	29.25	27.55	27.55	50855	2021/8/13
2021/08/16	27.7	28.3	26.4	26.4	33718	2021/8/16
2021/08/17	26.05	26.65	23.85	23.9	35293	2021/8/17
2021/08/18	23.15	25.7	22.6	25.6	26156	2021/8/18
2021/08/19	25	25.45	24.15	24.2	13700	2021/8/19
2021/08/20	24.5	24.85	23.7	24.6	10322	2021/8/20
2021/08/23	25	26.35	24.85	25.85	27355	2021/8/23
2021/08/24	25.85	26.1	25.05	25.65	15970	2021/8/24
2021/08/25	25.7	25.85	25.15	25.35	7905	2021/8/25
2021/08/26	25.6	27.4	25.3	25.6	32173	2021/8/26
2021/08/27	25.65	26	25.4	26	8945	2021/8/27
2021/08/30	26.3	26.4	25.75	26	7576	2021/8/30
2021/08/31	26.2	27.55	26.05	27.2	36457	2021/8/31
2021/09/01	27.2	27.75	26.7	27	28650	2021/9/1
2021/09/02	26.8	27.1	26.15	26.65	10074	2021/9/2
2021/09/03	26.9	27.5	26.3	26.35	14445	2021/9/3
2021/09/06	26.15	26.8	25.55	25.6	14561	2021/9/6
2021/09/07	25.8	26.3	25.1	25.4	8474	2021/9/7
2021/09/08	25.35	25.8	24.75	24.75	7522	2021/9/8
2021/09/09	24.75	25.8	24.5	25.7	6035	2021/9/9
2021/09/10	26.05	26.8	25.75	26.05	21173	2021/9/10
2021/09/13	26.1	27.25	26.1	26.95	17092	2021/9/13
2021/09/14	26.75	26.9	25.85	26.1	11345	2021/9/14
2021/09/15	25.9	26.7	25.5	26.35	7433	2021/9/15
2021/09/16	26.45	26.75	25.9	26	6488	2021/9/16
2021/09/17	25.8	26.4	25.5	25.5	5353	2021/9/17
2021/09/22	24.25	25.45	24.2	24.95	5764	2021/9/22
2021/09/23	25.5	25.55	24.65	24.85	6022	2021/9/23
2021/09/24	25.15	25.4	24.7	24.75	4808	2021/9/24
2021/09/27	24.75	25.35	24.7	25	3754	2021/9/27
2021/09/28	25	25	24.5	24.5	3005	2021/9/28
2021/09/29	24.05	25	24	24.2	4455	2021/9/29
2021/09/30	24.5	25.15	24.4	25.05	4761	2021/9/30
2021/10/01	25	25	24	24.05	5719	2021/10/1
2021/10/04	24.25	24.4	22.6	22.65	8380	2021/10/4
2021/10/05	22.25	23.8	22.2	23.75	7615	2021/10/5
2021/10/06	23.95	24.25	23	23.3	3455	2021/10/6
2021/10/07	23.65	23.85	23.25	23.65	4604	2021/10/7
2021/10/08	23.7	24.1	22.6	22.95	6517	2021/10/8
2021/10/12	23	23.5	22.3	22.6	6714	2021/10/12
2021/10/13	22.85	23.15	22.05	22.1	5118	2021/10/13
2021/10/14	22.5	22.7	21.85	22.25	5390	2021/10/14
2021/10/15	22.7	22.95	22.55	22.75	2642	2021/10/15
2021/10/18	22.95	23.25	22.6	22.95	2757	2021/10/18
2021/10/19	23	23.15	22.8	22.95	1853	2021/10/19
2021/10/20	23.2	23.4	22.6	22.7	2693	2021/10/20
2021/10/21	22.95	23.65	22.85	23.45	6701	2021/10/21
2021/10/22	23.45	23.45	21.7	21.9	9311	2021/10/22
2021/10/25	21.9	22.25	21.65	21.85	4637	2021/10/25
2021/10/26	22	22.3	21.7	21.75	4560	2021/10/26
2021/10/27	21.75	21.9	21.15	21.3	4553	2021/10/27
2021/10/28	21.25	21.75	20.8	21.5	5157	2021/10/28
2021/10/29	21.8	21.8	21	21.2	3490	2021/10/29
2021/11/01	21.35	21.5	20.9	21	4127	2021/11/1
2021/11/02	21.2	21.65	21	21.15	4422	2021/11/2
2021/11/03	21.4	21.8	21.05	21.6	3419	2021/11/3
2021/11/04	21.8	21.8	21.15	21.2	3312	2021/11/4
2021/11/05	21.4	21.5	21.15	21.2	3062	2021/11/5
2021/11/08	21.6	22.6	21.45	22.15	11283	2021/11/8
2021/11/09	22.15	22.25	21.65	22	6097	2021/11/9
2021/11/10	21.85	22.1	21.6	21.6	3008	2021/11/10
2021/11/11	21.6	22.65	21.55	22.25	9248	2021/11/11
2021/11/12	22.5	22.7	21.9	22.15	6883	2021/11/12
2021/11/15	22.25	22.25	21.6	21.75	3332	2021/11/15
2021/11/16	21.9	22.05	21.45	21.55	3764	2021/11/16
2021/11/17	21.65	21.9	21.3	21.35	2996	2021/11/17
2021/11/18	21.35	21.5	21.15	21.25	2530	2021/11/18
2021/11/19	21.3	21.35	21	21.05	2520	2021/11/19
2021/11/22	21.2	21.35	20.85	21.1	2099	2021/11/22
2021/11/23	21.25	21.8	21.25	21.25	4460	2021/11/23
2021/11/24	21.55	22.3	21.35	22	9807	2021/11/24
2021/11/25	22.15	22.75	21.75	21.8	9439	2021/11/25
2021/11/26	21.8	22	21.2	21.25	3529	2021/11/26
2021/11/29	21	21.05	20.55	20.8	2673	2021/11/29
2021/11/30	21	21.15	20.85	20.95	1609	2021/11/30
2021/12/01	21	21.35	20.9	21.25	2069	2021/12/1
2021/12/02	21.3	21.4	21.1	21.2	2166	2021/12/2
2021/12/03	21.45	21.8	21.25	21.3	2160	2021/12/3
2021/12/06	21.35	21.6	21.2	21.3	1556	2021/12/6
2021/12/07	21.4	21.95	21.35	21.85	3151	2021/12/7
2021/12/08	22.25	22.3	21.6	21.65	4053	2021/12/8
2021/12/09	21.8	21.9	21.45	21.45	1851	2021/12/9
2021/12/10	21.5	21.75	21.4	21.55	1379	2021/12/10
2021/12/13	21.9	22.45	21.8	22.25	7814	2021/12/13
2021/12/14	22.25	22.25	21.5	21.55	4842	2021/12/14
2021/12/15	21.6	21.95	21.35	21.75	2237	2021/12/15
2021/12/16	22	22	21.5	21.55	2058	2021/12/16
2021/12/17	21.7	22.2	21.65	21.9	4507	2021/12/17
2021/12/20	21.9	22.8	21.9	22.7	6919	2021/12/20
2021/12/21	22.8	22.8	22	22.7	7067	2021/12/21
2021/12/22	22.75	22.8	22.2	22.3	4209	2021/12/22
2021/12/23	22.45	22.5	22.15	22.35	3347	2021/12/23
2021/12/24	22.6	22.8	22.15	22.2	4703	2021/12/24
2021/12/27	22.3	22.3	22	22	1975	2021/12/27
2021/12/28	22.05	22.15	21.85	21.85	2071	2021/12/28
2021/12/29	21.9	22.15	21.85	22.05	1468	2021/12/29
2021/12/30	22.05	22.15	21.9	21.95	1204	2021/12/30
2022/01/03	21.9	22.05	21.75	21.8	1799	2022/1/3
2022/01/04	21.8	21.85	21.5	21.6	2275	2022/1/4
2022/01/05	21.65	22	21.55	21.6	1630	2022/1/5
2022/01/06	21.8	21.8	21.45	21.75	1248	2022/1/6
2022/01/07	21.8	21.85	21.25	21.4	2421	2022/1/7
2022/01/10	21.35	21.6	21.25	21.3	1277	2022/1/10
2022/01/11	21.7	21.7	21.25	21.35	1730	2022/1/11
2022/01/12	21.5	21.65	21	21.4	2867	2022/1/12
2022/01/13	21.35	22	21.35	21.5	2474	2022/1/13
2022/01/14	21.5	21.5	20.9	21.2	2420	2022/1/14
2022/01/17	21.25	21.25	21.05	21.15	756	2022/1/17
2022/01/18	21.15	21.4	21.1	21.1	927	2022/1/18
2022/01/19	21	21	20.7	20.8	2314	2022/1/19
2022/01/20	20.9	21.3	20.9	21.2	1815	2022/1/20
2022/01/21	21.2	21.4	21	21	1778	2022/1/21
2022/01/24	20.9	20.9	20.3	20.65	1731	2022/1/24
2022/01/25	20.65	20.95	20.3	20.3	1614	2022/1/25
2022/01/26	20.3	20.45	20.1	20.2	1607	2022/1/26
2022/02/07	20.4	21.3	20.4	21.2	2099	2022/2/7
2022/02/08	21.3	21.9	21.25	21.75	2943	2022/2/8
2022/02/09	21.95	22.1	21.8	21.95	2391	2022/2/9
2022/02/10	22.1	22.4	21.9	22.15	3780	2022/2/10
2022/02/11	22.15	22.3	22.05	22.2	2162	2022/2/11
2022/02/14	22.2	22.2	21.65	22	2750	2022/2/14
2022/02/15	22.2	22.6	22.1	22.45	4608	2022/2/15
2022/02/16	22.65	22.65	22.15	22.25	2497	2022/2/16
2022/02/17	22.25	22.65	22.2	22.55	4885	2022/2/17
2022/02/18	22.5	23.05	22.4	22.85	4367	2022/2/18
2022/02/21	22.95	24.3	22.9	23.9	19166	2022/2/21
2022/02/22	23.95	24	22.95	23.5	13012	2022/2/22
2022/02/23	23.5	24	23.35	23.5	5154	2022/2/23
2022/02/24	23.7	23.75	22.65	22.9	5043	2022/2/24
2022/02/25	23.25	24.2	23.2	23.9	10164	2022/2/25
2022/03/01	24.85	25.45	24.3	24.9	14166	2022/3/1
2022/03/02	24.9	26	24.9	25.8	17769	2022/3/2
2022/03/03	26.5	26.55	25.9	26.25	16793	2022/3/3
2022/03/04	26.15	26.5	25.9	25.9	9739	2022/3/4
2022/03/07	26	26.7	25.6	26.15	21117	2022/3/7
2022/03/08	26.7	27	24.15	24.65	27210	2022/3/8
2022/03/09	24.95	25.3	24.3	25.2	9180	2022/3/9
2022/03/10	25.2	26	24.85	25.9	11524	2022/3/10
2022/03/11	26	26.45	25.6	25.65	6875	2022/3/11
2022/03/14	25.85	26.5	25.85	26.35	8814	2022/3/14
2022/03/15	26.5	26.5	25.65	25.85	9513	2022/3/15
2022/03/16	24.45	24.85	23.85	23.9	17812	2022/3/16
2022/03/17	24.4	25	24.1	25	5381	2022/3/17
2022/03/18	25	25.25	24.6	24.6	3822	2022/3/18
2022/03/21	25	25.7	24.9	24.9	5886	2022/3/21
2022/03/22	25.25	25.8	25.1	25.5	5490	2022/3/22
2022/03/23	26	26	25.55	25.65	4625	2022/3/23
2022/03/24	25.9	26.2	25.7	25.9	5806	2022/3/24
2022/03/25	26.15	26.2	25.5	25.75	4622	2022/3/25
2022/03/28	25.75	25.75	24.85	25.7	3675	2022/3/28
2022/03/29	26	26.2	25.7	25.7	4310	2022/3/29
2022/03/30	25.75	25.85	25.2	25.4	4166	2022/3/30
2022/03/31	25.4	25.6	24.85	25.3	3134	2022/3/31
2022/04/01	24.95	25.85	24.95	25.85	3348	2022/4/1
2022/04/06	25.65	26.2	25.6	26.15	5349	2022/4/6
2022/04/07	25.9	26.6	25.6	25.7	8650	2022/4/7
2022/04/08	26.05	26.85	25.9	26.85	12949	2022/4/8
2022/04/11	27.75	27.9	27.1	27.55	23952	2022/4/11
2022/04/12	27.35	27.55	26.4	27.55	14079	2022/4/12
2022/04/13	27.9	29.65	27.4	29.25	46238	2022/4/13
2022/04/14	30	31.1	29.45	29.85	76012	2022/4/14
2022/04/15	30.25	30.85	29.15	29.95	41396	2022/4/15
2022/04/18	29.6	30	28.15	29	20465	2022/4/18
2022/04/19	28.7	30.35	28.55	30.1	23704	2022/4/19
2022/04/20	30.45	30.45	29.15	29.8	29937	2022/4/20
2022/04/21	30	30	29.25	29.45	15885	2022/4/21
2022/04/22	29.45	32.35	29.25	32.35	67998	2022/4/22
2022/04/25	32	33.35	30.35	33.35	81502	2022/4/25
2022/04/26	33.7	34.6	30.55	31.55	121980	2022/4/26
2022/04/27	30.75	31.7	28.8	28.8	70617	2022/4/27
2022/04/28	29.05	29.6	28.3	28.5	23628	2022/4/28
2022/04/29	29	29.8	28.65	28.9	16522	2022/4/29
2022/05/03	28.95	28.95	27.15	28	27052	2022/5/3
2022/05/04	28	28.85	27.5	28.7	16612	2022/5/4
2022/05/05	29.3	29.7	28.75	29	21093	2022/5/5
2022/05/06	28.35	30.2	28.2	29.7	29917	2022/5/6
2022/05/09	30.3	30.35	28.85	29	25007	2022/5/9
2022/05/10	28.5	31.8	28.3	31.1	46932	2022/5/10
2022/05/11	31.8	32.6	29.75	30.6	74789	2022/5/11
2022/05/12	30.5	30.85	28.55	28.55	24740	2022/5/12
2022/05/13	29.1	29.4	28.65	29	13978	2022/5/13
2022/05/16	29.05	30.35	28.5	30.05	16682	2022/5/16
2022/05/17	30.05	30.75	29.2	29.8	22088	2022/5/17
2022/05/18	29.85	30.75	29.65	30.2	14966	2022/5/18
2022/05/19	29.35	30.7	29.35	30.6	14800	2022/5/19
2022/05/20	30.65	31.45	30	30.25	29789	2022/5/20
2022/05/23	30.65	31.6	30.3	30.9	23654	2022/5/23
2022/05/24	31.15	31.45	30.35	30.7	16603	2022/5/24
2022/05/25	30.8	31.7	30.45	31.6	20852	2022/5/25
2022/05/26	31.9	32.1	30.9	31	16562	2022/5/26
2022/05/27	31.6	31.65	30.8	30.9	9449	2022/5/27
2022/05/30	31	31.35	30.45	30.7	9417	2022/5/30
2022/05/31	30.8	30.8	29.2	29.4	18544	2022/5/31
2022/06/01	29.45	29.8	28.9	29.55	11370	2022/6/1
2022/06/02	29.15	29.3	28.6	28.8	11824	2022/6/2
2022/06/06	28.8	29.5	28.7	29.25	5920	2022/6/6
2022/06/07	29.35	29.95	29.25	29.8	6067	2022/6/7
2022/06/08	30	30.1	29.6	30.05	5436	2022/6/8
2022/06/09	30	30.35	29.8	29.95	6086	2022/6/9
2022/06/10	29.95	30.35	29.8	30.2	6286	2022/6/10
2022/06/13	29.8	30	28.9	29.1	7376	2022/6/13
2022/06/14	28.9	28.95	27.9	28.45	11655	2022/6/14
2022/06/15	28.75	29.4	28.65	28.65	8171	2022/6/15
2022/06/16	29.35	29.55	29	29	8636	2022/6/16
2022/06/17	29	29.1	27.55	27.9	11114	2022/6/17
2022/06/20	28	28.15	25.95	25.95	14138	2022/6/20
2022/06/21	26.3	27.15	25.8	27.05	8692	2022/6/21
2022/06/22	27.2	27.2	25.9	25.95	7262	2022/6/22
2022/06/23	26.2	26.25	24.75	25.4	9776	2022/6/23
2022/06/24	25.7	26.1	25.3	25.5	4326	2022/6/24
2022/06/27	25.95	26.4	25.75	26.3	4090	2022/6/27
2022/06/28	26	26.1	25.2	25.8	4669	2022/6/28
2022/06/29	25.55	25.95	25.25	25.65	2675	2022/6/29
2022/06/30	25.5	25.55	25.05	25.1	4194	2022/6/30
2022/07/01	25.15	25.4	24	24.25	7404	2022/7/1
2022/07/04	24.25	25.05	24.2	24.4	3848	2022/7/4
2022/07/05	25.05	25.7	24.85	25.5	4714	2022/7/5
2022/07/06	25.45	25.45	24.2	24.4	4633	2022/7/6
2022/07/07	24.55	25.1	24	24.9	3862	2022/7/7
2022/07/08	25.1	26.05	25.05	25.7	6506	2022/7/8
2022/07/11	26.1	26.6	25.3	26.25	9227	2022/7/11
2022/07/12	25.9	25.9	23.65	23.65	15964	2022/7/12
2022/07/13	24.5	24.5	23.35	23.65	17564	2022/7/13
2022/07/14	23.5	25.25	22.9	25.1	19088	2022/7/14
2022/07/15	25.1	27.6	25	27.35	33258	2022/7/15
2022/07/18	27.6	29.35	27.4	29	32206	2022/7/18
2022/07/19	29	29.95	28.2	29.7	32893	2022/7/19
2022/07/20	29.65	29.9	28.95	29.05	18983	2022/7/20
2022/07/21	29	29.45	28.45	29	12171	2022/7/21
2022/07/22	29.3	29.6	29.1	29.3	7638	2022/7/22
2022/07/25	29.8	30.5	29.2	30.35	21922	2022/7/25
2022/07/26	30.15	30.45	29.9	30.45	8450	2022/7/26
2022/07/27	30.05	30.6	29.5	30.45	11983	2022/7/27
2022/07/28	30.5	31	30.4	30.75	11992	2022/7/28
2022/07/29	31.45	31.6	30.8	31.2	18194	2022/7/29
2022/08/01	31.15	32.15	31.05	31.4	17325	2022/8/1
2022/08/02	31.2	31.7	30.35	30.9	14097	2022/8/2
2022/08/03	30.5	31.05	30.3	30.4	8205	2022/8/3
2022/08/04	30.45	30.65	29.7	30.35	7611	2022/8/4
2022/08/05	30.4	30.6	30.15	30.4	6062	2022/8/5
2022/08/08	30.2	30.9	29.7	30.6	7496	2022/8/8
2022/08/09	30.2	31.4	30.2	31.2	5833	2022/8/9
2022/08/10	31.65	32	30.5	30.7	15025	2022/8/10
2022/08/11	31.05	31.2	30.3	30.45	10552	2022/8/11
2022/08/12	30.4	30.95	29.95	30	11777	2022/8/12
2022/08/15	30.2	30.6	29.8	30.3	6870	2022/8/15
2022/08/16	30.15	30.35	29.45	29.5	9833	2022/8/16
2022/08/17	29.85	30.3	29.25	29.25	9627	2022/8/17
2022/08/18	29.35	29.6	29	29.45	4543	2022/8/18
2022/08/19	29.6	29.6	28.9	29	8885	2022/8/19
2022/08/22	28.75	28.95	28.3	28.75	8864	2022/8/22
2022/08/23	28.6	29.05	28.45	28.9	4045	2022/8/23
2022/08/24	29.15	29.7	28.8	28.9	8189	2022/8/24
2022/08/25	29.1	29.25	28.8	29	4020	2022/8/25
2022/08/26	29.25	29.25	29.05	29.05	3737	2022/8/26
2022/08/29	28.35	28.55	28.25	28.4	5856	2022/8/29
2022/08/30	28.45	29.3	28.35	28.8	4445	2022/8/30
2022/08/31	29	29.3	28.4	28.45	10276	2022/8/31
2022/09/01	28.35	28.55	28.1	28.1	4883	2022/9/1
2022/09/02	28.15	28.3	27.6	27.65	7116	2022/9/2
2022/09/06	27.7	27.8	27.2	27.2	3826	2022/9/6
2022/09/07	27.35	27.7	27.2	27.35	4033	2022/9/7
2022/09/08	27.65	27.95	27.4	27.9	3646	2022/9/8
2022/09/12	28.5	28.95	28.45	28.7	7361	2022/9/12
2022/09/13	28.75	28.95	28.6	28.9	3272	2022/9/13
2022/09/14	28.2	28.85	28	28.8	3111	2022/9/14
2022/09/15	28.85	29.25	28.65	28.65	6211	2022/9/15
2022/09/16	28.55	28.6	28.1	28.2	3523	2022/9/16
2022/09/19	28.25	28.6	27.85	27.9	4012	2022/9/19
2022/09/20	28.15	28.35	27.8	28.3	3633	2022/9/20
2022/09/21	28.25	28.45	27.9	27.95	2561	2022/9/21
2022/09/22	27.95	29.2	27.7	29	8279	2022/9/22
2022/09/23	29	30.45	29	30.1	24436	2022/9/23
2022/09/26	30.7	30.7	29.2	29.25	28455	2022/9/26
2022/09/27	29.55	29.55	28.2	29	17484	2022/9/27
2022/09/28	29.1	29.65	27.3	27.4	16898	2022/9/28
2022/09/29	27.95	29.45	27.7	28.9	16417	2022/9/29
2022/09/30	28.35	29.6	27.9	29.55	15450	2022/9/30
2022/10/03	29.1	29.5	28.6	29.2	11596	2022/10/3
2022/10/04	29.65	30.1	29.4	29.85	17243	2022/10/4
2022/10/05	30.4	30.6	29.6	29.9	13163	2022/10/5
2022/10/06	30.15	31.2	29.8	31.1	26412	2022/10/6
2022/10/07	31.05	31.85	30.65	31.75	27382	2022/10/7
2022/10/11	31.3	31.95	30.8	31.75	28750	2022/10/11
2022/10/12	31.75	31.95	30	30.85	27123	2022/10/12
2022/10/13	31.1	31.2	29.3	29.35	18330	2022/10/13
2022/10/14	30.3	31.4	30.1	30.65	14459	2022/10/14
2022/10/17	30.6	30.6	29.55	30.05	8955	2022/10/17
2022/10/18	30.6	30.65	29.75	30	7321	2022/10/18
2022/10/19	30.2	31.25	30.1	30.55	14203	2022/10/19
2022/10/20	30.55	30.55	29.7	30.45	13581	2022/10/20
2022/10/21	30.15	30.6	30.05	30.1	5920	2022/10/21
2022/10/24	30.55	30.8	30.2	30.7	7724	2022/10/24
2022/10/25	30.85	31.35	30.25	30.35	13825	2022/10/25
2022/10/26	30.6	30.6	29.35	29.4	13817	2022/10/26
2022/10/27	29.05	29.35	27.85	28.5	24673	2022/10/27
2022/10/28	29.05	29.3	28.2	28.25	22136	2022/10/28
2022/10/31	28.5	28.6	28.1	28.4	7572	2022/10/31
2022/11/01	28.25	28.55	28.15	28.5	6195	2022/11/1
2022/11/02	28.5	29	28.5	28.75	8391	2022/11/2
2022/11/03	28.45	28.8	28.4	28.65	4350	2022/11/3
2022/11/04	28.65	29.4	28.6	29.4	7668	2022/11/4
2022/11/07	29.7	30.85	29.65	30.25	14104	2022/11/7
2022/11/08	30.55	31.3	30.2	30.8	15897	2022/11/8
2022/11/09	31.15	31.45	30.8	30.85	10721	2022/11/9
2022/11/10	30.6	31.3	30.6	31.2	7209	2022/11/10
2022/11/11	31.7	31.85	29.95	30.1	21864	2022/11/11
2022/11/14	30.1	30.85	30	30.7	8150	2022/11/14
2022/11/15	30.85	31.5	30.85	31.45	13788	2022/11/15
2022/11/16	31.75	32.2	31.3	32.15	23013	2022/11/16
2022/11/17	32.3	33.3	32.1	32.4	24246	2022/11/17
2022/11/18	32.35	32.65	31.65	31.65	11909	2022/11/18
2022/11/21	31.65	32.5	31.3	32.3	11320	2022/11/21
2022/11/22	32.3	33.2	32.2	33.2	21057	2022/11/22
2022/11/23	33.6	34.2	32.8	33.95	36613	2022/11/23
2022/11/24	33.75	33.9	32.2	32.8	26571	2022/11/24
2022/11/25	32.6	33.3	32.4	32.6	16486	2022/11/25
2022/11/28	32.5	33.2	32.45	32.95	9005	2022/11/28
2022/11/29	33.05	34.1	32.9	33.5	22992	2022/11/29
2022/11/30	33.5	33.85	32.75	33	15355	2022/11/30
2022/12/01	33.25	33.95	33.1	33.65	16979	2022/12/1
2022/12/02	33.6	33.85	33.3	33.4	7746	2022/12/2
2022/12/05	33.55	33.9	33.3	33.3	9323	2022/12/5
2022/12/06	33.3	33.35	32.5	32.55	8133	2022/12/6
2022/12/07	32.6	33.15	31.8	32.25	9560	2022/12/7
2022/12/08	32.35	33	32.1	33	5034	2022/12/8
2022/12/09	33.1	33.85	32.9	33.7	11721	2022/12/9
2022/12/12	34	35.45	33.15	35.05	35583	2022/12/12
2022/12/13	35.3	37	34.75	36.75	49692	2022/12/13
2022/12/14	36.55	37.3	36.05	37	34597	2022/12/14
2022/12/15	37.2	37.6	36.35	36.6	22999	2022/12/15
2022/12/16	36	36.6	35.8	36.4	14101	2022/12/16
2022/12/19	36.2	36.4	35.25	35.35	10650	2022/12/19
2022/12/20	35.2	36.45	34.8	34.85	17060	2022/12/20
2022/12/21	35.65	37.3	35.65	37	28873	2022/12/21
2022/12/22	38.05	38.1	36.65	37.75	25870	2022/12/22
2022/12/23	37.3	37.95	36.95	37.5	11945	2022/12/23
2022/12/26	37.6	37.6	36.9	37	8943	2022/12/26
2022/12/27	37.4	37.4	36.7	36.75	7969	2022/12/27
2022/12/28	36.85	37.5	36.3	36.45	11433	2022/12/28
2022/12/29	36.2	36.75	35.8	36.25	9819	2022/12/29
2022/12/30	36.65	37.4	36.5	37.15	11262	2022/12/30
2023/01/03	37	37.3	36	36.4	13993	2023/1/3
2023/01/04	36.3	36.6	35.8	36.4	11955	2023/1/4
2023/01/05	36.45	36.55	35	35.05	15372	2023/1/5
2023/01/06	35.1	35.4	34.9	35.2	7321	2023/1/6
2023/01/09	35.5	35.5	34.9	35.1	7579	2023/1/9
2023/01/10	35.1	35.6	35.1	35.45	4573	2023/1/10
2023/01/11	35.7	36.85	35.65	36.85	17240	2023/1/11
2023/01/12	36.85	37.15	36.35	36.7	11356	2023/1/12
2023/01/13	36.95	37.2	36.7	36.8	8165	2023/1/13
2023/01/16	36.85	37.05	36.2	36.35	7951	2023/1/16
2023/01/17	36.5	37.1	36.2	36.65	8674	2023/1/17
2023/01/30	37	38	36.7	37.65	12619	2023/1/30
2023/01/31	37.35	38.15	37.35	37.85	8927	2023/1/31
2023/02/01	37.85	41.5	37.85	40	29875	2023/2/1
2023/02/02	40	41.2	39.8	40.3	18141	2023/2/2
2023/02/03	40.6	40.95	39.2	39.45	16922	2023/2/3
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
1900/01/00						
